No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
420,60 microns (IRAS),162.91,+/-0.121,Jy,5.0E12,163.0,0.121,0.121,,,+/-1.21E-01,Jy,1994PrivC.U..J....K,1 sigma,60         microns,Broad-band measurement,132233. -424524 (B1950),From fitting to map,,From reprocessed raw data
421,60 microns (ISO),98.4,+/-20  %,Jy,5.0E12,98.4,19.7,19.7,,,+/-1.97E+01,Jy,2001A&A...375..566N,uncertainty,60   microns,Broad-band measurement,,Modelled datum,,From new raw data
422,60 microns (IRAS),213.29,+/-0.042,Jy,5.0E12,213.0,0.042,0.042,,,+/-4.20E-02,Jy,2003AJ....126.1607S,1 sigma,60   microns,Broad-band measurement,13 25 27.6 -43 01 12 (J2000),Total flux,"Size, Method, Flag codes: RI;see paper",From reprocessed raw data
423,60 microns (IRAS),168768.0,+/-15  %,milliJy,5.0E12,169.0,25.3,25.3,,,+/-2.53E+01,Jy,1988AJ.....95...26G,typical accuracy,60         microns,Broad-band measurement,,Integrated from scans,From pointed observations,From new raw data
424,60 microns (IRAS),162.2,+/-6   %,Jy,5.0E12,162.0,9.73,9.73,,,+/-9.73E+00,Jy,1990IRASF.C...0000M,uncertainty,60        microns,Broad-band measurement,132231.6 -424536 (B1950),Flux in fixed aperture,IRAS quality flag = 2,From new raw data
425,60 microns (IRAS),217.57,+/-15  %,Jy,5.0E12,218.0,32.6,32.6,,,+/-3.26E+01,Jy,1988ApJS...68...91R,uncertainty,60   microns,Broad-band measurement,,Flux integrated from map,,From reprocessed raw data
426,60 microns (IRAS),163157.0,,milliJy,5.0E12,163.0,,,,,,Jy,1988AJ.....95..307I,no uncertainty reported,60        microns,Broad-band measurement,,Integrated from scans,,From new raw data; OBJ_NAME modified from published value
432,70 microns (PACS),400.576,+/-20.031,Jy,4.28E12,401.0,20.0,20.0,,,+/-2.00E+01,Jy,2014ApJ...794..152M,uncertainty,70 microns,Broad-band measurement,13 25 27.6 -43 01 09 (J2000),Flux in fixed aperture,"PA=123 deg; Min=100""; Max=261""",From new raw data
433,FIR (IRAS),1.34E-11,,W m^-2^,3.63E12,369.0,,,,,,Jy,1988ApJS...68...91R,no uncertainty reported,82.5 microns,Broad-band measurement; synthetic band,,Flux integrated from map,,From reprocessed raw data
438,100 microns (IRAS),404783.0,+/-15  %,milliJy,3.0E12,405.0,60.7,60.7,,,+/-6.07E+01,Jy,1988AJ.....95...26G,typical accuracy,100        microns,Broad-band measurement,,Integrated from scans,From pointed observations,From new raw data
439,100 microns (IRAS),411.89,+/-0.334,Jy,3.0E12,412.0,0.334,0.334,,,+/-3.34E-01,Jy,2003AJ....126.1607S,1 sigma,100   microns,Broad-band measurement,13 25 27.6 -43 01 12 (J2000),Total flux,"Size, Method, Flag codes: MI;see paper",From reprocessed raw data
440,100 microns (IRAS),360.57,+/-0.534,Jy,3.0E12,361.0,0.534,0.534,,,+/-5.34E-01,Jy,1994PrivC.U..J....K,1 sigma,100        microns,Broad-band measurement,132233. -424524 (B1950),From fitting to map,,From reprocessed raw data
441,100 microns (IRAS),313.8,+/-5   %,Jy,3.0E12,314.0,15.7,15.7,,,+/-1.57E+01,Jy,1990IRASF.C...0000M,uncertainty,100       microns,Broad-band measurement,132231.6 -424536 (B1950),Flux in fixed aperture,IRAS quality flag = 2,From new raw data
442,100 microns (IRAS),501.2,+/-15  %,Jy,3.0E12,501.0,75.2,75.2,,,+/-7.52E+01,Jy,1988ApJS...68...91R,uncertainty,100   microns,Broad-band measurement,,Flux integrated from map,,From reprocessed raw data
443,100 microns (IRAS),426857.0,,milliJy,3.0E12,427.0,,,,,,Jy,1988AJ.....95..307I,no uncertainty reported,100       microns,Broad-band measurement,,Integrated from scans,,From new raw data; OBJ_NAME modified from published value
457,160 microns (PACS),732.884,+/-36.647,Jy,1.81E12,733.0,36.7,36.7,,,+/-3.67E+01,Jy,2014ApJ...794..152M,uncertainty,166 microns,Broad-band measurement,13 25 27.6 -43 01 09 (J2000),Flux in fixed aperture,"PA=100 deg; Min=146""; Max=367""",From new raw data
458,170 microns (ISO),544.64,+/-15  %,Jy,1.76E12,545.0,81.7,81.7,,,+/-8.17E+01,Jy,2004A&A...422...39S,uncertainty,170      microns,Broad-band measurement,13 25 23.48 -43 00 35.1 (J2000),Integrated from scans,,Averaged from previously published data
459,250 microns (SPIRE),301.332,+/-21.138,Jy,1.2E12,301.0,21.1,21.1,,,+/-2.11E+01,Jy,2016MNRAS.456.3335S,uncertainty,250 microns,Broad-band measurement,13 25 27.6 -43 01 09 (J2000),Flux in fixed aperture,Greater than 5sigma detection,From new raw data
460,350 microns (SPIRE),123.527,+/-9.057,Jy,8.57E11,124.0,9.06,9.06,,,+/-9.06E+00,Jy,2016MNRAS.456.3335S,uncertainty,350 microns,Broad-band measurement,13 25 27.6 -43 01 09 (J2000),Flux in fixed aperture,Greater than 5sigma detection,From new raw data
461,500 microns (SPIRE),48.112,+/-3.648,Jy,6.0E11,48.1,3.65,3.65,,,+/-3.65E+00,Jy,2016MNRAS.456.3335S,uncertainty,500 microns,Broad-band measurement,13 25 27.6 -43 01 09 (J2000),Flux in fixed aperture,Greater than 5sigma detection,From new raw data
462,870 microns (LABOCA),18.0,+/-1.7,Jy,3.45E11,18.0,1.7,1.7,,,+/-1.70E+00,Jy,2008A&A...490...77W,uncertainty,870 microns,Broad-band measurement,,Total flux,,From new raw data
463,1100 microns,8.0,+/-3,Jy,2.73E11,8.0,3.0,3.0,,,+/-3.00E+00,Jy,1977ApJ...216..698H,estimated error,1100      microns,Broad-band measurement,,Flux in fixed aperture,Beam diameter 83 arcsec,From new raw data
464,1110 microns (JCMT),5.9,+/-1.0,Jy,2.7E11,5.9,1.0,1.0,,,+/-1.00E+00,Jy,2007A&A...471..453M,uncertainty,1110       microns,Broad-band measurement,,Flux integrated from map,Core flux; beamwidth=18000 mas,From new raw data
465,1270 microns (SEST),5.8,+/-0.2,Jy,2.35E11,5.8,0.2,0.2,,,+/-2.00E-01,Jy,2007A&A...471..453M,uncertainty,1270       microns,Broad-band measurement,,Flux integrated from map,Core flux; beamwidth=20000 mas,From new raw data
466,1.3 mm (SMA),5.9,+/-1.0,Jy,2.3E11,5.9,1.0,1.0,,,+/-1.00E+00,Jy,2009ApJ...695..116E,uncertainty,1.3   mm,Broad-band measurement,13 25 27.615 -43 01 08.805 (J2000),Total flux,,From new raw data
468,2000 microns (SEST),6.9,+/-0.3,Jy,1.5E11,6.9,0.3,0.3,,,+/-3.00E-01,Jy,2007A&A...471..453M,uncertainty,2000       microns,Broad-band measurement,,Flux integrated from map,Core flux; beamwidth=32000 mas,From new raw data
469,93 GHz (WMAP),41.0,+/-18,Jy,9.31E10,41.0,18.0,18.0,,,+/-1.80E+01,Jy,2008A&A...483..741I,uncertainty,93.1 GHz,Broad-band measurement,,Total flux,,From reprocessed raw data
470,3530 microns (SEST),8.6,+/-0.6,Jy,9.0E10,8.6,0.6,0.6,,,+/-6.00E-01,Jy,2007A&A...471..453M,uncertainty,3530       microns,Broad-band measurement,,Flux integrated from map,Core flux; beamwidth=57000 mas,From new raw data
471,61 GHz (WMAP),24660.0,+/-552,milliJy,6.1E10,24.7,0.552,0.552,,,+/-5.52E-01,Jy,2009MNRAS.392..733M,uncertainty,61 GHz,Broad-band measurement,201.3233 -43.0247 (J2000),Flux integrated from map,,From new raw data
472,61 GHz (WMAP),56.0,+/-15,Jy,6.07E10,56.0,15.0,15.0,,,+/-1.50E+01,Jy,2008A&A...483..741I,uncertainty,60.7 GHz,Broad-band measurement,,Total flux,,From reprocessed raw data
473,41 GHz (WMAP),31910.0,+/-428,milliJy,4.1E10,31.9,0.428,0.428,,,+/-4.28E-01,Jy,2009MNRAS.392..733M,uncertainty,41 GHz,Broad-band measurement,201.3233 -43.0247 (J2000),Flux integrated from map,,From new raw data
474,41 GHz (WMAP),72.0,+/-9,Jy,4.06E10,72.0,9.0,9.0,,,+/-9.00E+00,Jy,2008A&A...483..741I,uncertainty,40.6 GHz,Broad-band measurement,,Total flux,,From reprocessed raw data
475,33 GHz (WMAP),82.0,+/-12,Jy,3.27E10,82.0,12.0,12.0,,,+/-1.20E+01,Jy,2008A&A...483..741I,uncertainty,32.7 GHz,Broad-band measurement,,Total flux,,From reprocessed raw data
476,31400 MHz,18.0,+/-.18,Jy,3.14E10,18.0,0.18,0.18,,,+/-1.80E-01,Jy,1981AJ.....86.1306G,uncertainty,31400   MHz,Broad-band measurement,132236.00 -424824.0 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
477,23 GHz (WMAP),112.0,+/-13,Jy,2.25E10,112.0,13.0,13.0,,,+/-1.30E+01,Jy,2008A&A...483..741I,uncertainty,22.5 GHz,Broad-band measurement,,Total flux,,From reprocessed raw data
478,22.3 GHz (LBA),3.3,+/-0.1,Jy,2.23E10,3.3,0.1,0.1,,,+/-1.00E-01,Jy,2011A&A...530L..11M,uncertainty,22.3 GHz,Broad-band measurement,,Total flux,uniform weighting; 1.55x1.21 mas^2; -75d,From new raw data
479,22.3 GHz (VLBI),3.2,,Jy,2.23E10,3.2,,,,,,Jy,2010ApJ...719.1433A,no uncertainty reported,22.3  GHz,Broad-band measurement,,Total flux,,From new raw data
480,22.3 GHz (LBA),3.4,+/-0.1,Jy,2.23E10,3.4,0.1,0.1,,,+/-1.00E-01,Jy,2011A&A...530L..11M,uncertainty,22.3 GHz,Broad-band measurement,,Total flux,natural weighting; 2.01x1.27 mas^2; 88d,From new raw data
481,22 GHz (ATCA),6.631,+/-0.663,Jy,2.2E10,6.63,0.663,0.663,,,+/-6.63E-01,Jy,2006A&A...445..465R,uncertainty,22   GHz,Broad-band measurement,,Modelled datum,,From new raw data
482,20 GHz (ATCA),,>59.30,Jy,1.99E10,,,,,59.3,>5.93E+01,Jy,2008MNRAS.384..775M,no uncertainty reported,19.904 GHz,Broad-band measurement,13 25 27.70 -43 01 07.0 (J2000),Flux integrated from map,,From new raw data
483,20 GHz (ATCA),28350.0,,milliJy,1.99E10,28.3,,,,,,Jy,2010MNRAS.402.2403M,no uncertainty reported,19.904 GHz,Broad-band measurement,13 25 27.60 -43 01 04.9 (J2000),Flux integrated from map,Flux may be unreliable,From new raw data
484,18.5 GHz (ATCA),6.479,+/-0.324,Jy,1.85E10,6.48,0.324,0.324,,,+/-3.24E-01,Jy,2006A&A...445..465R,uncertainty,18.5   GHz,Broad-band measurement,,Modelled datum,,From new raw data
485,18 GHz (ATCA),,>28.35,Jy,1.8E10,,,,,28.3,>2.83E+01,Jy,2009MNRAS.395..504B,no uncertainty reported,18 GHz,Broad-band measurement,13 25 27.6 -43 01 04.9 (J2000),Flux integrated from map,Total flux,From new raw data
486,18 GHz (ATCA),5.98,+/-0.17,Jy,1.8E10,5.98,0.17,0.17,,,+/-1.70E-01,Jy,2009MNRAS.395..504B,uncertainty,18 GHz,Broad-band measurement,13 25 27.6 -43 01 04.9 (J2000),Flux integrated from map,Core flux,From new raw data
487,8.6 GHz (ATCA),10.766,+/-0.0222,log (Jy Hz),8.65E9,6.75,0.336,0.336,,,+/-3.36E-01,Jy,1999AdSpR..23..911S,uncertainty,9.9370    log nu(Hz),Broad-band measurement,,Flux integrated from map,,From new raw data
488,8.6 GHz (ATCA),6.79,,Jy,8.6E9,6.79,,,,,,Jy,2003PASJ...55..351T,no uncertainty reported,8.6 GHz,Broad-band measurement,,Flux integrated from map,,From new raw data
489,8.4 GHz (VLBI),3.9,,Jy,8.4E9,3.9,,,,,,Jy,2010ApJ...719.1433A,no uncertainty reported,8.4   GHz,Broad-band measurement,,Total flux,,From new raw data
490,8.4 GHz (VLBI),2.7,+/-0.4,Jy,8.4E9,2.7,0.4,0.4,,,+/-4.00E-01,Jy,2014A&A...569A.115M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,2008-06-09; inner jet flux,From new raw data
491,8.4 GHz (VLBI),4.0,+/-0.6,Jy,8.4E9,4.0,0.6,0.6,,,+/-6.00E-01,Jy,2014A&A...569A.115M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,2009-09-05;Beam=2.29x0.58mas;PA=15.6deg,From new raw data
492,8.4 GHz (VLBI),3.3,+/-0.5,Jy,8.4E9,3.3,0.5,0.5,,,+/-5.00E-01,Jy,2014A&A...569A.115M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,2010-07-24; inner jet flux,From new raw data
493,8.4 GHz (VLBI),3.1,+/-0.5,Jy,8.4E9,3.1,0.5,0.5,,,+/-5.00E-01,Jy,2014A&A...569A.115M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,2008-11-27; inner jet flux,From new raw data
494,8.4 GHz (VLBI),3.8,+/-0.6,Jy,8.4E9,3.8,0.6,0.6,,,+/-6.00E-01,Jy,2014A&A...569A.115M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,2011-04-01; inner jet flux,From new raw data
495,8.4 GHz (VLBI),2.6,+/-0.4,Jy,8.4E9,2.6,0.4,0.4,,,+/-4.00E-01,Jy,2014A&A...569A.115M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,2007-11-10;Beam=1.64x0.41mas;PA=7.9deg,From new raw data
496,8.4 GHz (VLBI),2.5,+/-0.4,Jy,8.4E9,2.5,0.4,0.4,,,+/-4.00E-01,Jy,2014A&A...569A.115M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,2007-11-10; inner jet flux,From new raw data
497,8.4 GHz (VLBI),3.0,+/-0.4,Jy,8.4E9,3.0,0.4,0.4,,,+/-4.00E-01,Jy,2014A&A...569A.115M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,2009-09-05; inner jet flux,From new raw data
498,8.4 GHz (VLBI),3.8,+/-0.6,Jy,8.4E9,3.8,0.6,0.6,,,+/-6.00E-01,Jy,2014A&A...569A.115M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,2009-12-13;Beam=3.33x0.78mas;PA=26.3deg,From new raw data
499,8.4 GHz (VLBI),4.0,+/-0.6,Jy,8.4E9,4.0,0.6,0.6,,,+/-6.00E-01,Jy,2014A&A...569A.115M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,2008-11-27;Beam=0.98x0.59mas;PA=31.4deg,From new raw data
500,8.4 GHz (VLBI),3.1,+/-0.5,Jy,8.4E9,3.1,0.5,0.5,,,+/-5.00E-01,Jy,2014A&A...569A.115M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,2008-06-09;Beam=2.86x1.18mas;PA=-12.7dg,From new raw data
501,8.4 GHz (LBA),3.2,+/-0.1,Jy,8.4E9,3.2,0.1,0.1,,,+/-1.00E-01,Jy,2011A&A...530L..11M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,uniform weighting; 0.68x0.43 mas^2; 33d,From new raw data
502,8.4 GHz (VLBI),3.0,+/-0.4,Jy,8.4E9,3.0,0.4,0.4,,,+/-4.00E-01,Jy,2014A&A...569A.115M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,2009-12-13; inner jet flux,From new raw data
503,8.4 GHz (LBA),2.75,,Jy,8.4E9,2.75,,,,,,Jy,2010A&A...519A..45O,no uncertainty reported,8.4 GHz,Broad-band measurement,13 25 27.6152 -43 01 08.805 (J2000),Total flux,Beam size=1.64mas x 0.41mas; PA=7.9deg,From new raw data
504,8.4 GHz (VLBI),4.2,+/-0.6,Jy,8.4E9,4.2,0.6,0.6,,,+/-6.00E-01,Jy,2014A&A...569A.115M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,2010-07-24;Beam=2.60x0.87mas;PA=21.4deg,From new raw data
505,8.4 GHz (VLBI),5.1,+/-0.8,Jy,8.4E9,5.1,0.8,0.8,,,+/-8.00E-01,Jy,2014A&A...569A.115M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,2011-04-01;Beam=2.31x0.51mas;PA=-0.7deg,From new raw data
506,8400 MHz,1.74,,Jy,8.4E9,1.74,,,,,,Jy,1990PKS90.C...0000W,no uncertainty reported,8400   MHz,Broad-band measurement,13 22 36.0 -42 48 24 (B1950),Integrated from scans,,Homogenized from new and previously published data
507,8.4 GHz (LBA),3.9,+/-0.1,Jy,8.4E9,3.9,0.1,0.1,,,+/-1.00E-01,Jy,2011A&A...530L..11M,uncertainty,8.4 GHz,Broad-band measurement,,Total flux,natural weighting; 0.98x0.59 mas^2; 31d,From new raw data
508,4.85 GHz,62837.0,+/-99,milliJy,4.85E9,62.8,0.099,0.099,,,+/-9.90E-02,Jy,1994ApJS...91..111W,rms noise,4.85       GHz,Broad-band measurement,132518.2 -430224 (J2000),Modelled datum,,From new raw data; Corrected for contaminating sources
509,4.85 GHz,53792.0,+/-2719,milliJy,4.85E9,53.8,2.72,2.72,,,+/-2.72E+00,Jy,1994ApJS...90..173G,rms noise,4.85       GHz,Broad-band measurement,132221.3 -424700 (B1950),Modelled datum,,From new raw data; Corrected for contaminating sources
510,4.8 GHz (ATCA),5.88,,Jy,4.8E9,5.88,,,,,,Jy,2003PASJ...55..351T,no uncertainty reported,4.8 GHz,Broad-band measurement,,Flux integrated from map,,From new raw data
511,4.8 GHz (ATCA),10.454,+/-0.0230,log (Jy Hz),4.8E9,5.93,0.306,0.306,,,+/-3.06E-01,Jy,1999AdSpR..23..911S,uncertainty,9.6810    log nu(Hz),Broad-band measurement,,Flux integrated from map,,From new raw data
512,2700 MHz,128.0,+/-3.84,Jy,2.7E9,128.0,3.84,3.84,,,+/-3.84E+00,Jy,1973AuJPA..30....1B,uncertainty,2700   MHz,Broad-band measurement,132236.00 -424824.0 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
513,2700 MHz,128.0,,Jy,2.7E9,128.0,,,,,,Jy,1990PKS90.C...0000W,no uncertainty reported,2700   MHz,Broad-band measurement,13 22 36.0 -42 48 24 (B1950),Integrated from scans,,Homogenized from new and previously published data
514,2.5 GHz (ATCA),5.84,,Jy,2.5E9,5.84,,,,,,Jy,2003PASJ...55..351T,no uncertainty reported,2.5 GHz,Broad-band measurement,,Flux integrated from map,,From new raw data
515,1.425 GHz (VLA),278000.0,,milliJy,1.43E9,278.0,,,,,,Jy,1996ApJS..103...81C,no uncertainty reported,1.425   GHz,Broad-band measurement,132231.8 -424530 (B1950),Total flux,"Beamwidth = 18""",From new raw data
516,1.425 GHz (VLA),5700.0,,milliJy,1.43E9,5.7,,,,,,Jy,1996ApJS..103...81C,no uncertainty reported,1.425   GHz,Broad-band measurement,132231.6 -424533 (B1950),Peak flux,"Beamwidth = 18""",From new raw data
520,1.4 GHz (ATCA),4.52,,Jy,1.4E9,4.52,,,,,,Jy,2003PASJ...55..351T,no uncertainty reported,1.4 GHz,Broad-band measurement,,Flux integrated from map,,From new raw data
521,1.4 GHz (CHIPASS),41000.0,,milliJy,1.4E9,41.0,,,,,,Jy,2014MNRAS.440..696A,no uncertainty reported,1.4 GHz,Broad-band measurement,13 25 27.76 -43 01 07.4 (J2000),From fitting to map,Beam-weighted flux density,From reprocessed raw data
522,843 MHz,342000.0,+/-320.1,milliJy,8.43E8,342.0,0.32,0.32,,,+/-3.20E-01,Jy,2003MNRAS.342.1117M,uncertainty,843   MHz,Broad-band measurement,132528.02 -430110.4 (J2000),Flux integrated from map,,From new raw data
523,843 MHz (MOST),2107.0,,Jy,8.43E8,2110.0,,,,,,Jy,2006AJ....131..100B,no uncertainty reported,843   MHz,Broad-band measurement,132531.8 -430005. (J2000),Flux integrated from map,Flux estimated from the radio spectrum,From new raw data
524,843 MHz (SUMSS),1803150.0,+/-29723,milliJy,8.43E8,1800.0,29.7,29.7,,,+/-2.97E+01,Jy,2014MNRAS.440..696A,uncertainty,843 MHz,Broad-band measurement,13 25 27.76 -43 01 07.4 (J2000),Flux integrated from map,,Averaged from previously published data
525,843 MHz (SUMSS),342000.0,+/-9999,milliJy,8.43E8,342.0,10.0,10.0,,,+/-1.00E+01,Jy,2008SUMSS.2.1.....:,uncertainty,843   MHz,Broad-band measurement,132528.02 -430110.4 (J2000),Flux integrated from map,,From new raw data
526,843 MHz,392.0,+/-9   %,Jy,8.43E8,392.0,35.3,35.3,,,+/-3.53E+01,Jy,1992ApJS...80..137J,rms uncertainty,843      MHz,Broad-band measurement,132235.8 -424429 (B1950),Flux integrated from map,Article has map,From new raw data
527,408 MHz,2746.0,,Jy,4.08E8,2750.0,,,,,,Jy,1990PKS90.C...0000W,no uncertainty reported,408   MHz,Broad-band measurement,13 22 36.0 -42 48 24 (B1950),Integrated from scans,,Homogenized from new and previously published data
528,408 MHz,2740.0,+/-0.00,Jy,4.08E8,2740.0,0.0,0.0,,,+/-0.00E+00,Jy,1981MNRAS.194..693L,rms noise,408        MHz,Broad-band measurement,132224.0 -424500 (B1950),Modelled datum,,From new raw data; Corrected for contaminating sources
529,160 MHz,1094.0,+/-142.20,Jy,1.6E8,1090.0,142.0,142.0,,,+/-1.42E+02,Jy,1981A&AS...45..367K,uncertainty,160   MHz,Broad-band measurement,132236.00 -424824.0 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.11,Recalibrated data
530,160 MHz,1104.0,,Jy,1.6E8,1100.0,,,,,,Jy,1995AuJPh..48..143S,no uncertainty reported,160        MHz,Broad-band measurement,132234.3 -424415. (B1950),Flux integrated from map,,From new raw data
531,80 MHz,1544.0,+/-232.00,Jy,8.0E7,1540.0,232.0,232.0,,,+/-2.32E+02,Jy,1981A&AS...45..367K,uncertainty,80   MHz,Broad-band measurement,132236.00 -424824.0 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.074,Recalibrated data
532,80 MHz,1582.0,,Jy,8.0E7,1580.0,,,,,,Jy,1995AuJPh..48..143S,no uncertainty reported,80        MHz,Broad-band measurement,132234.3 -424415. (B1950),Flux integrated from map,,From new raw data
