No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
90,3704A,0.701,+/-5   %,10^-26 erg/cm^2/s/Hz,8.1E14,0.00701,3.51E-4,3.51E-4,,,+/-3.51E-04,Jy,1970ApJ...162..743A,estimated error,3704       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
91,3862A,0.82,+/-5   %,10^-26 erg/cm^2/s/Hz,7.77E14,0.0082,4.1E-4,4.1E-4,,,+/-4.10E-04,Jy,1970ApJ...162..743A,estimated error,3862       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
94,4032A,0.883,+/-5   %,10^-26 erg/cm^2/s/Hz,7.44E14,0.00883,4.42E-4,4.42E-4,,,+/-4.42E-04,Jy,1970ApJ...162..743A,estimated error,4032       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
95,4167A,0.923,+/-5   %,10^-26 erg/cm^2/s/Hz,7.2E14,0.00923,4.62E-4,4.62E-4,,,+/-4.62E-04,Jy,1970ApJ...162..743A,estimated error,4167       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
96,4255A,0.979,+/-5   %,10^-26 erg/cm^2/s/Hz,7.05E14,0.00979,4.9E-4,4.9E-4,,,+/-4.90E-04,Jy,1970ApJ...162..743A,estimated error,4255       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
97,4350A,0.976,+/-5   %,10^-26 erg/cm^2/s/Hz,6.9E14,0.00976,4.88E-4,4.88E-4,,,+/-4.88E-04,Jy,1970ApJ...162..743A,estimated error,4350       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
98,m_p,13.0,+/-0.4,mag,6.81E14,0.0269,0.012,0.012,,,+/-1.20E-02,Jy,1968CGCG6.C...0000Z,rms noise,4400       A,Broad-band measurement,031630.0 +412000. (B1950),Estimated by eye,,From new raw data
99,B (B_25),13.14,+/-0.10,mag,6.81E14,0.0236,0.00228,0.00228,,,+/-2.28E-03,Jy,1989ApJS...69..365S,typical accuracy,4400       A,Broad-band measurement,031630. 411954. (B1950),Flux integrated from map,,From new raw data; Standard Johnson UBVRI filters assumed
100,B (AIT),10.96,,milliJy,6.81E14,0.011,,,,,,Jy,2004A&A...419...25F,no uncertainty reported,4400   A,Broad-band measurement,03 19 48.2 +41 30 42 (J2000),Not reported in paper,Averaged over 10 years,From new raw data; Extinction-corrected for Milky Way
101,B (B_T),12.64,+/-0.18,mag,6.81E14,0.0374,0.00675,0.00675,,,+/-6.75E-03,Jy,1991RC3.9.C...0000d,rms uncertainty,4400       A,Broad-band measurement,031629.9 +411955 (B1950),From multi-aperture data,Nucleus is variable,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
102,B (m_B),12.43,+/-0.13,mag,6.81E14,0.0454,0.00578,0.00578,,,+/-5.78E-03,Jy,1991RC3.9.C...0000d,rms uncertainty,4400       A,Broad-band measurement,031629.9 +411955 (B1950),Multiple methods,,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
103,B (B_T^0),12.15,,mag,6.81E14,0.0588,,,,,,Jy,1991RC3.9.C...0000d,no uncertainty reported,4400       A,Broad-band measurement,031629.9 +411955 (B1950),Multiple methods,Nucleus is variable,Homogenized from new and previously published data;Extinction-corrected for internal and Milky Way and K-correction applied; Standard Johnson UBVRI filters assumed
104,4464A,0.997,+/-5   %,10^-26 erg/cm^2/s/Hz,6.72E14,0.00997,4.99E-4,4.99E-4,,,+/-4.99E-04,Jy,1970ApJ...162..743A,estimated error,4464       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
105,B (Johnson),10.73,+/-0.23,milliJy,6.69E14,0.0107,2.3E-4,2.3E-4,,,+/-2.30E-04,Jy,1983ApJS...52..341M,1 sigma,0.448      microns,Broad-band measurement,031629.6 +411952 (B1950),Flux in fixed aperture,"7.8"" aperture",From new raw data
106,B (Johnson),13.29,+/-0.36,milliJy,6.69E14,0.0133,3.6E-4,3.6E-4,,,+/-3.60E-04,Jy,1983ApJS...52..341M,1 sigma,0.448      microns,Broad-band measurement,031629.6 +411952 (B1950),Flux in fixed aperture,"15.7"" aperture",From new raw data
107,B (Johnson),14.8,+/-0.40,milliJy,6.69E14,0.0148,4.0E-4,4.0E-4,,,+/-4.00E-04,Jy,1983ApJS...52..341M,1 sigma,0.448      microns,Broad-band measurement,031629.6 +411952 (B1950),Flux in fixed aperture,"22.4"" aperture",From new raw data
108,4566A,1.012,+/-5   %,10^-26 erg/cm^2/s/Hz,6.57E14,0.0101,5.06E-4,5.06E-4,,,+/-5.06E-04,Jy,1970ApJ...162..743A,estimated error,4566       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
109,J_pg,12.5,+/-0.3,mag,6.41E14,0.0395,0.0109,0.0109,,,+/-1.09E-02,Jy,2007ApJS..170...33P,estimated error,4680   A,Broad-band measurement,03 19 48.02 +41 30 43.2 (J2000),Flux in fixed aperture,Isophotal mag,From reprocessed raw data
110,g (SDSS) AB,12.0,+/-0.08,mag,6.4E14,0.0575,0.00402,0.00402,,,+/-4.02E-03,Jy,2014ApJS..212...18B,uncertainty,4681   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data; Extinction-corrected for Milky Way
111,g (SDSS) AB,12.77,+/-0.08,mag,6.4E14,0.0283,0.00198,0.00198,,,+/-1.98E-03,Jy,2014ApJS..212...18B,uncertainty,4681   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data
112,g (KPNO),11.7,,mag,6.3E14,0.0821,,,,,,Jy,2011ApJ...739...57K,no uncertainty reported,4759 A,Broad-band measurement,,Flux in fixed aperture,Host mag; AGN contamination removed,From new raw data
113,4785A,1.106,+/-5   %,10^-26 erg/cm^2/s/Hz,6.27E14,0.0111,5.53E-4,5.53E-4,,,+/-5.53E-04,Jy,1970ApJ...162..743A,estimated error,4785       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
116,4900A,1.151,+/-5   %,10^-26 erg/cm^2/s/Hz,6.12E14,0.0115,5.76E-4,5.76E-4,,,+/-5.76E-04,Jy,1970ApJ...162..743A,estimated error,4900       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
117,4950A,1.179,+/-5   %,10^-26 erg/cm^2/s/Hz,6.06E14,0.0118,5.9E-4,5.9E-4,,,+/-5.90E-04,Jy,1970ApJ...162..743A,estimated error,4950       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
118,5000A,1.133,+/-5   %,10^-26 erg/cm^2/s/Hz,6.0E14,0.0113,5.67E-4,5.67E-4,,,+/-5.67E-04,Jy,1970ApJ...162..743A,estimated error,5000       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
121,5050A,1.222,+/-5   %,10^-26 erg/cm^2/s/Hz,5.94E14,0.0122,6.11E-4,6.11E-4,,,+/-6.11E-04,Jy,1970ApJ...162..743A,estimated error,5050       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
122,5100A,1.359,+/-5   %,10^-26 erg/cm^2/s/Hz,5.88E14,0.0136,6.8E-4,6.8E-4,,,+/-6.80E-04,Jy,1970ApJ...162..743A,estimated error,5100       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
123,5263A,1.161,+/-5   %,10^-26 erg/cm^2/s/Hz,5.7E14,0.0116,5.81E-4,5.81E-4,,,+/-5.81E-04,Jy,1970ApJ...162..743A,estimated error,5263       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
124,5350A,1.157,+/-5   %,10^-26 erg/cm^2/s/Hz,5.61E14,0.0116,5.79E-4,5.79E-4,,,+/-5.79E-04,Jy,1970ApJ...162..743A,estimated error,5350       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
125,V (Johnson),16.7,+/-0.23,milliJy,5.42E14,0.0167,2.3E-4,2.3E-4,,,+/-2.30E-04,Jy,1983ApJS...52..341M,1 sigma,5530   A,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"7.8"" aperture",From new raw data
126,V (Johnson),21.16,+/-0.41,milliJy,5.42E14,0.0212,4.1E-4,4.1E-4,,,+/-4.10E-04,Jy,1983ApJS...52..341M,1 sigma,5530   A,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"15.7"" aperture",From new raw data
127,V (Johnson),25.65,+/-0.49,milliJy,5.42E14,0.0257,4.9E-4,4.9E-4,,,+/-4.90E-04,Jy,1983ApJS...52..341M,1 sigma,5530   A,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"22.4"" aperture",From new raw data
128,V (Johnson),12.12,+/-0.08,mag,5.42E14,0.0517,0.00395,0.00395,,,+/-3.95E-03,Jy,1977Obs....97..238G,uncertainty,5530   A,Broad-band measurement,,Flux in fixed aperture,"89.5"" aperture",From new raw data
129,V (Johnson),12.57,+/-0.08,mag,5.42E14,0.0341,0.00261,0.00261,,,+/-2.61E-03,Jy,1977Obs....97..238G,uncertainty,5530   A,Broad-band measurement,,Flux in fixed aperture,"44.8"" aperture",From new raw data
130,V (Johnson),12.22,+/-0.19,mag,5.42E14,0.0471,0.00901,0.00901,,,+/-9.01E-03,Jy,1977Obs....97..238G,uncertainty,5530   A,Broad-band measurement,,Flux in fixed aperture,"67.1"" aperture",From new raw data
131,V (Johnson),0.021,+/-2   %,Jy,5.42E14,0.021,4.2E-4,4.2E-4,,,+/-4.20E-04,Jy,1980Nat...284..410L,uncertainty,5530   A,Broad-band measurement,,Flux in fixed aperture,"23"" aperture",Averaged new and previously published data
132,V (Johnson),13.48,,mag,5.42E14,0.0148,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,5530 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"11.4"" aperture",From new raw data
133,V (Johnson),13.03,+/-0.08,mag,5.42E14,0.0223,0.00171,0.00171,,,+/-1.71E-03,Jy,1977Obs....97..238G,uncertainty,5530   A,Broad-band measurement,,Flux in fixed aperture,"22.4"" aperture",From new raw data
134,V (Johnson),12.51,,mag,5.42E14,0.0361,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,5530 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"37.6"" aperture",From new raw data
135,V (Johnson),12.932,,mag,5.42E14,0.0245,,,,,,Jy,1968AJ.....73..866W,no uncertainty reported,5530 A,Broad-band measurement,,Flux in fixed aperture,"27.3"" aperture",From new raw data
136,V (V_25),12.21,+/-0.10,mag,5.42E14,0.0475,0.00459,0.00459,,,+/-4.59E-03,Jy,1989ApJS...69..365S,typical accuracy,5530       A,Broad-band measurement,031630. 411954. (B1950),Flux integrated from map,,From new raw data; Standard Johnson UBVRI filters assumed
137,V (AIT),14.32,,milliJy,5.42E14,0.0143,,,,,,Jy,2004A&A...419...25F,no uncertainty reported,5530   A,Broad-band measurement,03 19 48.2 +41 30 42 (J2000),Not reported in paper,Averaged over 10 years,From new raw data; Extinction-corrected for Milky Way
138,V (V_T^0),11.62,,mag,5.42E14,0.0819,,,,,,Jy,1991RC3.9.C...0000d,no uncertainty reported,5530       A,Broad-band measurement,031629.9 +411955 (B1950),From multi-aperture data,Nucleus is variable,Homogenized from new and previously published data;Extinction-corrected for internal and Milky Way and K-correction applied; Standard Johnson UBVRI filters assumed
139,V (V_T),11.88,+/-0.18,mag,5.42E14,0.0644,0.0118,0.0118,,,+/-1.18E-02,Jy,1991RC3.9.C...0000d,rms uncertainty,5530       A,Broad-band measurement,031629.9 +411955 (B1950),From multi-aperture data,Nucleus is variable,Homogenized from new and previously published data; StandardJohnson UBVRI filters assumed
140,5556A,1.19,+/-5   %,10^-26 erg/cm^2/s/Hz,5.4E14,0.0119,5.95E-4,5.95E-4,,,+/-5.95E-04,Jy,1970ApJ...162..743A,estimated error,5556       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
141,5840A,1.235,+/-5   %,10^-26 erg/cm^2/s/Hz,5.14E14,0.0124,6.18E-4,6.18E-4,,,+/-6.18E-04,Jy,1970ApJ...162..743A,estimated error,5840       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
142,6055A,1.234,+/-5   %,10^-26 erg/cm^2/s/Hz,4.95E14,0.0123,6.17E-4,6.17E-4,,,+/-6.17E-04,Jy,1970ApJ...162..743A,estimated error,6055       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
143,r (SDSS) AB,11.49,+/-0.06,mag,4.86E14,0.0918,0.00473,0.00473,,,+/-4.73E-03,Jy,2014ApJS..212...18B,uncertainty,6165   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data; Extinction-corrected for Milky Way
144,r (SDSS) AB,12.02,+/-0.06,mag,4.86E14,0.0567,0.00292,0.00292,,,+/-2.92E-03,Jy,2014ApJS..212...18B,uncertainty,6165   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data
145,r (KPNO),11.03,,mag,4.79E14,0.121,,,,,,Jy,2011ApJ...739...57K,no uncertainty reported,6265 A,Broad-band measurement,,Flux in fixed aperture,Host mag; AGN contamination removed,From new raw data
147,6370A,1.295,+/-5   %,10^-26 erg/cm^2/s/Hz,4.71E14,0.0129,6.48E-4,6.48E-4,,,+/-6.48E-04,Jy,1970ApJ...162..743A,estimated error,6370       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
148,R (JKT),10.44,+/-0.02,mag,4.7E14,0.205,0.00378,0.00378,,,+/-3.78E-03,Jy,2008A&A...486..755T,typical accuracy,6373 A,Broad-band measurement,03 19 48.2 +41 30 42 (J2000),Flux in fixed aperture,,From new raw data
149,F_pg,11.6,+/-0.3,mag,4.68E14,0.0706,0.0195,0.0195,,,+/-1.95E-02,Jy,2007ApJS..170...33P,estimated error,6400   A,Broad-band measurement,03 19 48.02 +41 30 43.2 (J2000),Flux in fixed aperture,Isophotal mag,From reprocessed raw data
150,R (AIT),18.82,,milliJy,4.68E14,0.0188,,,,,,Jy,2004A&A...419...25F,no uncertainty reported,6400   A,Broad-band measurement,03 19 48.2 +41 30 42 (J2000),Not reported in paper,Averaged over 10 years,From new raw data; Extinction-corrected for Milky Way
151,R,11.09,,mag,4.68E14,0.113,,,,,,Jy,2008ApJS..175...97H,no uncertainty reported,6400 A,Broad-band measurement,03 19 48.16 +41 30 42.1 (J2000),Flux integrated from map,,Averaged new and previously published data
152,6570A,1.286,+/-5   %,10^-26 erg/cm^2/s/Hz,4.57E14,0.0129,6.43E-4,6.43E-4,,,+/-6.43E-04,Jy,1970ApJ...162..743A,estimated error,6570       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
160,6590A,1.285,+/-5   %,10^-26 erg/cm^2/s/Hz,4.55E14,0.0129,6.43E-4,6.43E-4,,,+/-6.43E-04,Jy,1970ApJ...162..743A,estimated error,6590       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
162,6610A,1.314,+/-5   %,10^-26 erg/cm^2/s/Hz,4.54E14,0.0131,6.57E-4,6.57E-4,,,+/-6.57E-04,Jy,1970ApJ...162..743A,estimated error,6610       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
163,6630A,1.41,+/-5   %,10^-26 erg/cm^2/s/Hz,4.52E14,0.0141,7.05E-4,7.05E-4,,,+/-7.05E-04,Jy,1970ApJ...162..743A,estimated error,6630       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
164,6650A,1.574,+/-5   %,10^-26 erg/cm^2/s/Hz,4.51E14,0.0157,7.87E-4,7.87E-4,,,+/-7.87E-04,Jy,1970ApJ...162..743A,estimated error,6650       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
165,6670A,1.719,+/-5   %,10^-26 erg/cm^2/s/Hz,4.5E14,0.0172,8.6E-4,8.6E-4,,,+/-8.60E-04,Jy,1970ApJ...162..743A,estimated error,6670       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
166,R' (Kron-Cousins),12.33,+/-0.08,mag,4.48E14,0.0325,0.00249,0.00249,,,+/-2.49E-03,Jy,1977Obs....97..238G,uncertainty,6690   A,Broad-band measurement,,Flux in fixed aperture,"22.4"" aperture",From new raw data
167,R' (Kron-Cousins),11.79,+/-0.08,mag,4.48E14,0.0535,0.00409,0.00409,,,+/-4.09E-03,Jy,1977Obs....97..238G,uncertainty,6690   A,Broad-band measurement,,Flux in fixed aperture,"44.8"" aperture",From new raw data
168,R' (Cousins),23.06,+/-0.35,milliJy,4.48E14,0.0231,3.5E-4,3.5E-4,,,+/-3.50E-04,Jy,1983ApJS...52..341M,1 sigma,6690   A,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"7.8"" aperture",From new raw data
169,R' (Cousins),29.31,+/-0.65,milliJy,4.48E14,0.0293,6.5E-4,6.5E-4,,,+/-6.50E-04,Jy,1983ApJS...52..341M,1 sigma,6690   A,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"15.7"" aperture",From new raw data
170,R' (Cousins),35.99,+/-0.80,milliJy,4.48E14,0.036,8.0E-4,8.0E-4,,,+/-8.00E-04,Jy,1983ApJS...52..341M,1 sigma,6690   A,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"22.4"" aperture",From new raw data
171,R' (Kron-Cousins),11.74,+/-0.08,mag,4.48E14,0.056,0.00428,0.00428,,,+/-4.28E-03,Jy,1977Obs....97..238G,uncertainty,6690   A,Broad-band measurement,,Flux in fixed aperture,"67.1"" aperture",From new raw data
172,R' (Kron-Cousins),11.46,+/-0.08,mag,4.48E14,0.0725,0.00554,0.00554,,,+/-5.54E-03,Jy,1977Obs....97..238G,uncertainty,6690   A,Broad-band measurement,,Flux in fixed aperture,"89.5"" aperture",From new raw data
173,6690A,1.739,+/-5   %,10^-26 erg/cm^2/s/Hz,4.48E14,0.0174,8.7E-4,8.7E-4,,,+/-8.70E-04,Jy,1970ApJ...162..743A,estimated error,6690       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
174,6710A,1.617,+/-5   %,10^-26 erg/cm^2/s/Hz,4.47E14,0.0162,8.09E-4,8.09E-4,,,+/-8.09E-04,Jy,1970ApJ...162..743A,estimated error,6710       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
178,6776A,1.344,+/-5   %,10^-26 erg/cm^2/s/Hz,4.43E14,0.0134,6.72E-4,6.72E-4,,,+/-6.72E-04,Jy,1970ApJ...162..743A,estimated error,6776       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
179,6800A,1.353,+/-5   %,10^-26 erg/cm^2/s/Hz,4.41E14,0.0135,6.77E-4,6.77E-4,,,+/-6.77E-04,Jy,1970ApJ...162..743A,estimated error,6800       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
180,R (Johnson),0.034,+/-6   %,Jy,4.28E14,0.034,0.00204,0.00204,,,+/-2.04E-03,Jy,1980Nat...284..410L,uncertainty,7000   A,Broad-band measurement,,Flux in fixed aperture,"23"" aperture",Averaged new and previously published data
181,R (Johnson),12.62,,mag,4.28E14,0.0249,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,7000 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"11.4"" aperture",From new raw data; derived from a flux in a different bandand a color
182,R (Johnson),12.14,,mag,4.28E14,0.0387,,,,,,Jy,1968AJ.....73..866W,no uncertainty reported,7000 A,Broad-band measurement,,Flux in fixed aperture,"27.3"" aperture",From new raw data; derived from a flux in a different bandand a color
183,R (Johnson),11.61,,mag,4.28E14,0.0631,,,,,,Jy,1973ApJ...183..711S,no uncertainty reported,7000 A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"37.6"" aperture",From new raw data; derived from a flux in a different bandand a color
184,7100A,1.317,+/-5   %,10^-26 erg/cm^2/s/Hz,4.23E14,0.0132,6.59E-4,6.59E-4,,,+/-6.59E-04,Jy,1970ApJ...162..743A,estimated error,7100       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
185,i (SDSS) AB,11.26,+/-0.05,mag,4.01E14,0.114,0.00525,0.00525,,,+/-5.25E-03,Jy,2014ApJS..212...18B,uncertainty,7480   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data; Extinction-corrected for Milky Way
186,i (SDSS) AB,11.66,+/-0.05,mag,4.01E14,0.0789,0.00364,0.00364,,,+/-3.64E-03,Jy,2014ApJS..212...18B,uncertainty,7480   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data
187,7530A,1.379,+/-5   %,10^-26 erg/cm^2/s/Hz,3.98E14,0.0138,6.9E-4,6.9E-4,,,+/-6.90E-04,Jy,1970ApJ...162..743A,estimated error,7530       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
188,i (KPNO),10.65,,mag,3.88E14,0.138,,,,,,Jy,2011ApJ...739...57K,no uncertainty reported,7734 A,Broad-band measurement,,Flux in fixed aperture,Host mag; AGN contamination removed,From new raw data
189,7850A,1.383,+/-5   %,10^-26 erg/cm^2/s/Hz,3.82E14,0.0138,6.92E-4,6.92E-4,,,+/-6.92E-04,Jy,1970ApJ...162..743A,estimated error,7850       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
190,I (AIT),21.57,,milliJy,3.79E14,0.0216,,,,,,Jy,2004A&A...419...25F,no uncertainty reported,7900   A,Broad-band measurement,03 19 48.2 +41 30 42 (J2000),Not reported in paper,Averaged over 10 years,From new raw data; Extinction-corrected for Milky Way
191,I' (Cousins),31.43,+/-0.82,milliJy,3.75E14,0.0314,8.2E-4,8.2E-4,,,+/-8.20E-04,Jy,1983ApJS...52..341M,1 sigma,8000   A,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"7.8"" aperture",From new raw data
192,I' (Cousins),38.6,+/-0.89,milliJy,3.75E14,0.0386,8.9E-4,8.9E-4,,,+/-8.90E-04,Jy,1983ApJS...52..341M,1 sigma,8000   A,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"15.7"" aperture",From new raw data
193,I' (Cousins),49.22,+/-1.15,milliJy,3.75E14,0.0492,0.00115,0.00115,,,+/-1.15E-03,Jy,1983ApJS...52..341M,1 sigma,8000   A,Broad-band measurement,03 16 29.6 +41 19 52 (B1950),Flux in fixed aperture,"22.4"" aperture",From new raw data
194,8080A,1.433,+/-10  %,10^-26 erg/cm^2/s/Hz,3.71E14,0.0143,0.00143,0.00143,,,+/-1.43E-03,Jy,1970ApJ...162..743A,estimated error,8080       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
195,8400A,1.434,+/-10  %,10^-26 erg/cm^2/s/Hz,3.57E14,0.0143,0.00143,0.00143,,,+/-1.43E-03,Jy,1970ApJ...162..743A,estimated error,8400       A,Broad-band measurement,,Flux in fixed aperture,"8"" aperture",From new raw data
196,z (SDSS) AB,11.06,+/-0.05,mag,3.36E14,0.137,0.00631,0.00631,,,+/-6.31E-03,Jy,2014ApJS..212...18B,uncertainty,8931   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data; Extinction-corrected for Milky Way
197,z (SDSS) AB,11.36,+/-0.05,mag,3.36E14,0.104,0.00478,0.00478,,,+/-4.78E-03,Jy,2014ApJS..212...18B,uncertainty,8931   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data
198,I (Johnson),0.047,+/-4   %,Jy,3.33E14,0.047,0.00188,0.00188,,,+/-1.88E-03,Jy,1980Nat...284..410L,uncertainty,9000   A,Broad-band measurement,,Flux in fixed aperture,"23"" aperture",Averaged new and previously published data
199,I (Johnson),11.47,,mag,3.33E14,0.0578,,,,,,Jy,1968AJ.....73..866W,no uncertainty reported,9000 A,Broad-band measurement,,Flux in fixed aperture,"27.3"" aperture",From new raw data; derived from a flux in a different bandand a color
200,z (KPNO),10.71,,mag,3.19E14,0.114,,,,,,Jy,2011ApJ...739...57K,no uncertainty reported,9400 A,Broad-band measurement,,Flux in fixed aperture,Host mag; AGN contamination removed,From new raw data
201,J (2MASS) AB,10.74,+/-0.05,mag,2.43E14,0.184,0.00846,0.00846,,,+/-8.46E-03,Jy,2014ApJS..212...18B,uncertainty,12320   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data; Extinction-corrected for Milky Way
202,J (2MASS) AB,10.9,+/-0.05,mag,2.43E14,0.158,0.00727,0.00727,,,+/-7.27E-03,Jy,2014ApJS..212...18B,uncertainty,12320   A,Broad-band measurement,49.95060000 41.51165000 (J2000),Flux in fixed aperture,"75""x40"" aperture",From new raw data
203,J (2MASS/FLWO),12.769,+/-0.074,mag,2.43E14,0.0124,8.48E-4,8.48E-4,,,+/-8.48E-04,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit; Poor quality,From new raw data
204,J (2MASS/FLWO),12.182,+/-0.005,mag,2.43E14,0.0214,9.84E-5,9.84E-5,,,+/-9.84E-05,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
205,J_20 (2MASS LGA),9.462,+/-0.018,mag,2.4E14,0.261,0.00437,0.00437,,,+/-4.37E-03,Jy,2003AJ....125..525J,1 sigma uncert.,1.25      microns,Broad-band measurement,031948.23 +413042.1 (J2000),Flux integrated from map,125.8 x  104.4 arcsec integration area.,From new raw data; Corrected for contaminating sources
206,J_Kron (2MASS LGA),9.292,+/-0.020,mag,2.4E14,0.306,0.00568,0.00568,,,+/-5.68E-03,Jy,2003AJ....125..525J,1 sigma uncert.,1.25      microns,Broad-band measurement,031948.23 +413042.1 (J2000),Flux integrated from map,174.4 x  144.8 arcsec integration area.,From new raw data; Corrected for contaminating sources
207,J_tot (2MASS LGA),9.152,+/-0.029,mag,2.4E14,0.348,0.00941,0.00941,,,+/-9.41E-03,Jy,2003AJ....125..525J,1 sigma uncert.,1.25      microns,Broad-band measurement,031948.23 +413042.1 (J2000),Total flux,,From new raw data
208,J_14arcsec (2MASS),11.337,+/-0.016,mag,2.4E14,0.0465,6.9E-4,6.9E-4,,,+/-6.90E-04,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,031948.23 +413042.1 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture,From new raw data
209,J (UKIRT),11.94,+/-0.12,mag,2.4E14,0.0268,0.00313,0.00313,,,+/-3.13E-03,Jy,1985MNRAS.214..109L,estimated error,1.247      microns,Broad-band measurement,,Flux in fixed aperture,"7.5"" aperture",From new raw data; Extinction-corrected for Milky Way
210,1.25 microns,11.05,,mag,2.4E14,0.057,,,,,,Jy,1982ApJ...257..570R,no uncertainty reported,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"17"" aperture",From new raw data
